RowNumber,CustomerId,name,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
332,15601274,walawalakar,667,Bangalore,Female,40,1,146502.07,1,1,0,19162.89,0
333,15702669,haridas,663,Mumbai,Male,44,2,117028.6,2,0,1,144680.18,0
334,15728669,wadekar,584,Mumbai,Female,30,8,112013.81,1,1,0,177772.03,1
335,15742668,chabukswar,626,Bangalore,Female,37,6,108269.37,1,1,0,5597.94,0
336,15697441,wadhawa,485,Chennai,Male,29,7,182123.79,1,1,0,116828.51,1
337,15740476,pancholi,659,Mumbai,Female,32,3,150923.74,2,0,1,174652.51,0
338,15648064,choudhary,649,Chennai,Male,33,2,0,2,1,0,2010.98,0
339,15636624,thombre,805,Bangalore,Female,39,5,165272.13,1,1,0,14109.85,1
340,15807923,laghate,716,Mumbai,Female,39,10,115301.31,1,1,0,43527.4,1
341,15745844,basra,642,Mumbai,Female,40,6,129502.49,2,0,1,86099.23,1
342,15786170,sood,659,Chennai,Male,31,4,118342.26,1,0,0,161574.19,0
343,15681081,sahastrabuddhe,545,Bangalore,Female,47,5,0,2,1,1,38970.14,0
344,15684484,dang,543,Chennai,Male,22,8,0,2,0,0,127587.22,0
345,15785869,panigrahi,718,Chennai,Female,25,7,0,2,1,0,30380.12,0
346,15763859,banthiya,840,Chennai,Female,43,7,0,2,1,0,90908.95,0
347,15658935,haasan,630,Mumbai,Female,34,9,106937.05,2,1,0,138275.01,0
348,15747358,tiwari,643,Mumbai,Male,59,3,170331.37,1,1,1,32171.79,0
349,15735203,yesuraju,654,Mumbai,Female,32,1,114510.85,1,1,1,126143.23,0
350,15576256,tandel,582,Chennai,Male,39,5,0,2,1,1,129892.93,0
351,15659420,virani,659,Bangalore,Male,32,3,107594.11,2,1,1,102416.84,0
352,15593365,tandel,762,Bangalore,Male,39,2,81273.13,1,1,1,18719.67,0
353,15777352,yesuraju,568,Bangalore,Female,32,7,169399.6,1,1,0,61936.22,0
354,15812007,chabukswar,670,Bangalore,Male,25,6,0,2,1,1,78358.94,0
355,15625461,basra,613,Chennai,Female,45,1,187841.99,2,1,1,147224.27,0
356,15739438,vajpayee,539,Chennai,Male,30,0,0,2,1,0,160979.66,0
357,15611759,wagle,850,Bangalore,Female,57,8,126776.3,2,1,1,132298.49,0
358,15661629,mandhane,522,Bangalore,Male,34,9,126436.29,1,1,0,174248.52,1
359,15633950,modi,737,Chennai,Male,41,1,101960.74,1,1,1,123547.28,0
360,15592386,virk,520,Chennai,Male,58,3,0,2,0,1,32790.02,0
361,15803716,wadhawa,706,Bangalore,Male,28,3,0,2,0,1,181543.67,0
362,15696674,murthy,643,Mumbai,Female,45,2,150842.93,1,0,1,2319.96,1
363,15706365,hasnee,648,Chennai,Female,50,9,102535.57,1,1,1,189543.19,0
364,15745088,jadi,443,Mumbai,Female,29,9,99027.61,2,1,0,10940.4,0
365,15676715,sanir,640,Chennai,Male,68,9,0,2,1,1,199493.38,0
366,15613085,tomar,628,Bangalore,Female,33,3,0,1,1,1,188193.25,0
367,15633537,phanse,540,Mumbai,Female,42,9,87271.41,2,1,0,172572.64,0
368,15594720,dasgupta,460,Mumbai,Female,35,8,102742.91,2,1,1,189339.6,0
369,15684042,wankar,636,Mumbai,Male,34,2,40105.51,2,0,1,53512.16,0
370,15583303,sinha,593,Chennai,Female,29,2,152265.43,1,1,0,34004.44,0
371,15611579,choudhury,801,Bangalore,Male,42,4,141947.67,1,1,1,10598.29,0
372,15774696,patwardhan,640,Mumbai,Female,75,1,106307.91,2,0,1,113428.77,0
373,15694506,nanda,611,Mumbai,Male,31,0,107884.81,2,1,1,183487.98,0
374,15688074,tamhankar,802,Mumbai,Male,31,1,125013.72,1,1,1,187658.09,0
375,15759537,dhanoa,717,Mumbai,Male,35,7,58469.37,2,1,1,172459.39,0
376,15758449,shriyan,769,Chennai,Female,39,8,0,1,0,1,21016,0
377,15583456,hoon,745,Mumbai,Male,45,10,117231.63,3,1,1,122381.02,1
378,15667871,bhavsar,572,Bangalore,Male,35,4,152390.26,1,1,0,128123.66,0
379,15677371,khadse,629,Bangalore,Female,30,2,34013.63,1,1,0,19570.63,0
380,15629677,yagnik,687,Bangalore,Female,39,2,0,3,0,0,188150.6,1
381,15713578,puri,483,Chennai,Female,50,9,0,2,1,1,111020.24,0
382,15591509,wazalwar,690,Chennai,Male,36,7,101583.11,2,1,0,123775.15,0
383,15568240,chavan,492,Mumbai,Female,30,10,77168.87,2,0,1,146700.22,0
384,15622993,dhoot,709,Mumbai,Male,28,8,124695.72,2,1,0,145251.35,0
385,15689294,kalbhor,705,Mumbai,Male,44,3,105934.96,1,1,0,82463.69,0
386,15720910,nihalani,560,Chennai,Female,66,9,0,1,1,1,15928.49,0
387,15721181,shekhar,611,Bangalore,Male,46,6,0,2,1,0,45886.33,0
388,15776433,burman,730,Bangalore,Male,62,2,0,2,1,1,186489.95,0
389,15748936,uniyal,709,Bangalore,Female,45,2,0,2,0,1,162922.65,0
390,15717225,mashelkar,544,Chennai,Female,21,10,161525.96,2,1,0,9262.77,0
391,15685226,wadhawa,712,Mumbai,Female,29,7,147199.07,1,1,1,84932.4,0
392,15785611,arya,752,Mumbai,Male,38,3,183102.29,1,1,1,71557.12,0
393,15573456,tufchi,648,Bangalore,Male,46,9,127209,2,1,0,77405.95,1
394,15684548,hegde,556,Bangalore,Male,38,8,0,2,0,0,417.41,1
395,15620505,choudhury,594,Bangalore,Female,24,0,97378.54,1,1,1,71405.17,0
396,15807432,asrani,645,Mumbai,Female,37,2,136925.09,2,0,1,153400.24,0
397,15584766,marwah,557,Chennai,Male,33,3,54503.55,1,1,1,371.05,0
398,15612187,sidhu,547,Mumbai,Male,32,8,155726.85,1,1,0,67789.99,0
399,15762218,arjun,701,Chennai,Female,39,9,0,2,0,1,145894.9,0
400,15646372,gawande,616,Chennai,Female,66,1,135842.41,1,1,0,183840.51,1
401,15690452,zakaria,605,Chennai,Male,52,1,63349.75,1,1,0,108887.44,0
402,15747795,tayde,593,Mumbai,Female,38,4,129499.42,1,1,1,154071.27,0
403,15781589,munjal,751,Bangalore,Male,52,8,0,2,0,1,179291.85,0
404,15732674,kochar,443,Bangalore,Male,36,6,70438.01,2,0,1,56937.43,0
405,15642291,muzumdar,685,Chennai,Male,23,8,0,2,1,1,112239.03,0
406,15692761,thapa,718,Chennai,Male,36,9,0,1,1,0,45909.87,0
407,15578045,sachan,538,Bangalore,Female,49,9,141434.04,1,0,0,173779.25,1
408,15745354,mayar,611,Bangalore,Female,37,4,0,2,1,0,125696.26,0
409,15701376,narayanan,668,Mumbai,Male,37,10,152958.29,2,1,1,159585.61,0
410,15691625,oak,537,Mumbai,Female,41,3,138306.34,1,1,0,106761.47,0
411,15566594,vashisth,709,Bangalore,Male,23,10,0,2,0,0,129590.18,0
412,15760431,tilak,850,Chennai,Male,38,1,0,2,1,1,80006.65,0
413,15686302,sonowal,745,Bangalore,Female,31,3,124328.84,1,1,1,140451.52,0
414,15801559,gursahani,693,Mumbai,Female,41,9,181461.48,3,1,1,187929.43,1
415,15810432,tomar,795,Bangalore,Male,35,8,0,2,1,0,167155.36,0
416,15809616,mudaliyar,626,Bangalore,Male,26,8,0,2,0,0,191420.71,0
417,15720559,sharma,487,Mumbai,Female,61,5,110368.03,1,0,0,11384.45,1
418,15695632,dugar,556,Chennai,Female,39,9,89588.35,1,1,1,94898.1,0
419,15659843,choksi,643,Chennai,Female,46,6,0,2,0,0,106781.59,0
420,15615624,jawalkar,605,Chennai,Female,28,6,0,2,0,0,159508.52,0
421,15810418,varghese,756,Mumbai,Female,60,3,115924.89,1,1,0,93524.19,1
422,15716186,yeolekar,586,Chennai,Female,38,2,0,2,1,0,87168.46,0
423,15674551,jadeja,535,Mumbai,Male,40,7,111756.5,1,1,0,8128.32,1
424,15622834,chabbria,678,Chennai,Female,35,4,0,1,1,0,125518.32,0
425,15566111,wadhavkar,596,Chennai,Male,39,9,0,1,1,0,48963.59,0
426,15784597,akhtar,648,Chennai,Male,26,9,162923.85,1,1,0,98368.24,0
427,15652883,janolkar,492,Mumbai,Male,39,10,124576.65,2,1,0,148584.61,0
428,15806964,apte,702,Chennai,Male,45,0,80793.58,1,1,1,27474.81,0
429,15576313,yenugula,486,Mumbai,Female,40,9,71340.09,1,1,0,76192.21,0
430,15806467,sahni,568,Mumbai,Male,40,1,99282.63,1,0,0,134600.94,1
431,15597602,tirpude,619,Mumbai,Male,57,3,137946.39,1,1,1,72467.99,1
432,15743040,vincent,724,Mumbai,Male,41,2,127892.57,2,0,1,199645.45,0
433,15705521,ghatate,548,Mumbai,Female,33,0,101084.36,1,1,0,42749.85,0
434,15595039,singham,545,Mumbai,Female,37,8,114754.08,1,1,0,136050.44,1
435,15799384,vaghela,683,Chennai,Male,33,8,0,1,0,0,73564.44,0
436,15581197,"doifode, doiphode",762,Chennai,Female,51,3,99286.98,1,0,1,85578.63,0
437,15693737,puranik,627,Mumbai,Female,30,4,79871.02,2,1,0,129826.89,0
438,15624623,dhoni,516,Chennai,Male,35,10,104088.59,2,0,0,119666,0
439,15783501,thakre,800,Chennai,Female,38,2,168190.33,2,1,0,68052.08,0
440,15690134,panigrahi,464,Mumbai,Female,42,3,85679.25,1,1,1,164104.74,0
441,15782735,vaswani,626,Chennai,Female,35,3,0,1,0,0,80190.36,0
442,15611088,chaturvedi,790,Chennai,Female,31,9,0,2,1,0,84126.75,0
443,15672145,jadi,534,Chennai,Female,34,7,121551.58,2,1,1,70179,0
444,15732628,warhadpande,745,Chennai,Male,46,2,122220.19,1,1,1,118024.1,0
445,15787470,advani,553,Bangalore,Male,47,3,116528.15,1,0,0,145704.19,1
446,15803406,mallya,748,Chennai,Female,26,1,77780.29,1,0,1,183049.41,0
447,15730460,manak,722,Chennai,Male,37,2,0,1,0,0,120906.83,0
448,15644572,rathore,501,Chennai,Male,40,4,125832.2,1,1,1,100433.83,0
449,15694860,sarve,675,Chennai,Female,38,6,68065.8,1,0,0,138777,1
450,15658169,binny,778,Bangalore,Female,47,6,127299.34,2,1,0,124694.99,0
451,15794396,johal,494,Mumbai,Female,38,7,174937.64,1,1,0,40084.32,0
452,15785798,waradpande,850,Chennai,Male,40,9,0,2,0,1,119232.33,0
453,15710825,ghadse,592,Bangalore,Male,31,7,110071.1,1,0,0,43921.36,0
454,15668444,gulgule,590,Bangalore,Female,44,3,139432.37,1,1,0,62222.81,0
455,15726631,mandalik,758,Chennai,Female,39,6,127357.76,1,0,1,56577,0
456,15733797,tamhankar,506,Chennai,Male,36,5,0,2,1,0,164253.35,0
457,15747960,thombre,733,Chennai,Male,33,3,0,1,1,1,7666.73,0
458,15634632,amravatikar,711,Chennai,Male,38,3,0,2,1,0,68487.51,0
459,15707362,kansal,514,Mumbai,Male,43,1,95556.31,1,0,1,199273.98,1
460,15662976,jha,637,Bangalore,Male,37,8,0,1,1,1,186062.36,0
461,15732778,garapati,468,Mumbai,Male,29,1,111681.98,2,1,1,195711.16,0
462,15718443,noora,539,Chennai,Male,39,3,0,2,1,0,36692.17,0
463,15670039,zite,509,Bangalore,Female,25,3,108738.71,2,1,0,106920.57,0
464,15773792,motwani,662,Chennai,Female,32,4,133950.37,1,1,1,48725.68,1
465,15613786,desai,818,Bangalore,Male,26,4,0,2,1,1,167036.94,0
466,15726032,gandhi,608,Chennai,Male,33,9,89968.69,1,1,0,68777.26,0
467,15663252,punia,850,Bangalore,Female,32,9,0,2,1,1,18924.92,0
468,15593782,shriyan,816,Mumbai,Female,38,5,130878.75,3,1,0,71905.77,1
469,15633283,dua,536,Chennai,Male,35,8,0,2,1,0,64833.28,0
470,15749167,dashmunshi,753,Chennai,Male,35,3,0,2,1,1,184843.77,0
471,15759298,agarwal,631,Bangalore,Male,27,10,134169.62,1,1,1,176730.02,0
472,15683625,khetarpal,703,Chennai,Male,37,1,149762.08,1,1,0,20629.4,1
473,15635367,pappu,774,Chennai,Male,26,2,93844.69,1,1,0,28415.36,0
474,15681705,bhagavathar,785,Chennai,Male,28,8,0,2,1,0,77231.27,0
475,15603156,manjrekar,571,Chennai,Female,33,1,0,2,1,0,102750.7,0
476,15591986,taparia,621,Mumbai,Male,46,6,141078.37,1,0,0,34580.8,1
477,15798888,sandhu,605,Mumbai,Female,31,1,117992.59,1,1,1,183598.77,0
478,15809722,ameer,611,Chennai,Female,40,8,100812.33,2,1,0,147358.27,0
479,15677538,rahman,569,Chennai,Male,38,7,0,1,1,1,108469.2,0
480,15797736,patra,658,Chennai,Male,29,4,80262.6,1,1,1,20612.82,0
481,15695585,raj,788,Bangalore,Male,34,6,156478.62,1,0,1,181196.76,0
482,15744398,sheirgill,525,Chennai,Female,23,5,0,2,1,0,160249.1,0
483,15750658,barde,798,Chennai,Male,37,8,0,3,0,0,110783.28,0
484,15578186,tomar,486,Mumbai,Male,37,9,115217.99,2,1,0,144995.33,0
485,15676519,tandel,615,Bangalore,Male,61,9,0,2,1,0,150227.85,1
486,15637954,dadlani,730,Chennai,Female,35,0,155470.55,1,1,1,53718.28,0
487,15758639,makhija,641,Chennai,Male,37,7,0,2,1,0,75248.3,0
488,15613772,tejwani,542,Chennai,Male,39,3,135096.77,1,1,1,14353.43,1
489,15731744,yelpude,692,Chennai,Male,30,2,0,2,0,1,130486.57,0
490,15807709,bhosale,714,Mumbai,Female,55,9,180075.22,1,1,1,100127.71,0
491,15714689,sawji,591,Bangalore,Male,29,1,97541.24,1,1,1,196356.17,0
492,15699005,"kundra, kunder",710,Chennai,Female,41,2,156067.05,1,1,1,9983.88,0
493,15624170,chaturvedi,639,Chennai,Female,38,4,81550.94,2,0,1,118974.77,0
494,15725679,saxena,531,Chennai,Female,47,6,0,1,0,0,194998.34,1
495,15585865,bhargav,673,Chennai,Female,38,2,170061.92,2,0,0,134901.34,1
496,15804256,kanakia,765,Mumbai,Male,36,8,92310.54,2,1,1,72924.56,0
497,15662403,hundal,622,Chennai,Female,32,6,169089.38,2,1,0,101057.95,0
498,15733616,chowdhary,806,Chennai,Male,40,5,80613.93,1,1,1,142838.64,0
499,15591995,gosain,757,Mumbai,Male,26,8,121581.56,2,1,1,127059.04,0
500,15677020,pohnekar,570,Chennai,Female,58,8,0,1,0,1,116503.92,1
501,15727688,jhathar,555,Bangalore,Male,32,4,0,2,1,1,54405.79,0
502,15715941,surana,692,Chennai,Male,54,5,0,2,1,1,88721.84,0
503,15714485,kanchan,774,Chennai,Male,60,5,85891.55,1,1,0,74135.48,1
504,15730059,moitra,638,Bangalore,Male,44,9,77637.35,2,1,1,111346.22,0
505,15715527,faasil,543,Bangalore,Female,41,4,0,1,0,0,194902.16,0
506,15576623,saoji,584,Chennai,Male,31,5,0,2,1,0,31474.27,0
507,15805565,wankar,691,Mumbai,Male,30,7,116927.89,1,1,0,21198.39,0
508,15677307,nanda,684,Mumbai,Female,40,6,137326.65,1,1,0,186976.6,0
509,15773890,dabholkar,733,Chennai,Male,22,5,0,2,1,1,117202.19,0
510,15598883,bhagavathar,599,Bangalore,Female,37,2,0,2,1,1,143739.29,0
511,15568506,muley,524,Mumbai,Female,31,10,67238.98,2,1,1,161811.23,0
512,15761043,gokhale,632,Mumbai,Female,38,6,86569.76,2,1,0,98090.91,0
513,15782236,sehgal,735,Bangalore,Male,34,5,0,2,0,0,71095.41,0
514,15593601,devaiah,734,Chennai,Male,34,6,133598.4,1,1,1,13107.24,0
515,15682048,thakre,605,Chennai,Female,51,3,136188.78,1,1,1,67110.59,1
516,15746902,gawande,793,Bangalore,Male,38,9,0,2,1,0,88225.02,0
517,15752081,bandodkar,468,Chennai,Female,56,10,0,3,0,1,62256.87,1
518,15781307,wanjare,779,Mumbai,Male,37,7,120092.52,2,1,0,135925.72,0
519,15775912,zade,698,Chennai,Male,48,4,101238.24,2,0,1,177815.87,1
520,15745417,porwal,707,Chennai,Male,58,6,89685.92,1,0,1,126471.13,0
521,15671256,bisht,850,Chennai,Female,35,1,211774.31,1,1,0,188574.12,1
522,15653547,shishodia,850,Chennai,Male,56,7,131317.48,1,1,1,119175.45,0
523,15595766,waghmare,527,Bangalore,Male,37,5,93722.73,2,1,1,139093.73,0
524,15742358,bamnote,696,Mumbai,Male,32,8,101160.99,1,1,1,115916.55,0
525,15763274,pathak,661,Chennai,Male,48,3,120320.54,1,0,0,96463.25,0
526,15786063,mathurkar,776,Chennai,Female,31,2,0,2,1,1,112349.51,0
527,15600258,firodia,701,Chennai,Male,43,2,0,2,1,1,165303.79,0
528,15573318,ramachandran,610,Chennai,Male,26,8,0,2,1,0,166031.08,0
529,15653849,nischol,572,Mumbai,Female,48,3,152827.99,1,1,0,38411.79,1
530,15694272,marwah,673,Chennai,Male,30,1,64097.75,1,1,1,77783.35,0
531,15736112,nagpal,519,Bangalore,Female,57,2,119035.35,2,1,1,29871.79,0
532,15749851,venkatraman,702,Bangalore,Female,26,4,135219.57,1,0,1,59747.63,0
533,15663478,kurup,729,Chennai,Male,32,6,93694.42,1,1,1,79919.13,0
534,15592300,dhake,543,Bangalore,Male,35,10,59408.63,1,1,0,76773.53,0
535,15567832,chitnis,550,Chennai,Female,40,7,114354.95,1,1,0,54018.93,0
536,15776780,mafatlal,608,Chennai,Male,59,1,0,1,1,0,70649.64,1
537,15592846,arora,639,Mumbai,Male,35,10,128173.9,2,1,0,59093.39,0
538,15739803,kathiriya,686,Bangalore,Male,34,9,0,2,1,0,127569.8,0
539,15794142,tanna,564,Mumbai,Female,62,5,114931.35,3,0,1,18260.98,1
540,15762729,yeolekar,745,Mumbai,Female,28,1,111071.36,1,1,0,73275.96,1
541,15667896,kinariwalla,833,Chennai,Male,37,8,151226.18,2,1,1,136129.49,0
542,15626578,reshammiya,622,Chennai,Male,26,9,0,2,1,1,153237.59,0
543,15776223,chavan,597,Chennai,Female,42,4,64740.12,1,1,1,106841.12,0
544,15705953,warhadpande,721,Bangalore,Male,51,0,169312.13,1,1,0,109078.35,1
545,15802593,hansraj,504,Chennai,Female,49,7,0,3,0,1,87822.14,1
546,15615457,tiwari,842,Bangalore,Female,44,2,112652.08,2,1,0,126644.98,0
547,15708916,velugubanti,587,Chennai,Male,38,0,0,2,1,0,47414.15,0
548,15720187,ghaisas,479,Mumbai,Female,30,7,143964.36,2,1,0,41879.99,0
549,15595440,bhaduri,508,Chennai,Male,49,7,122451.46,2,1,1,75808.1,0
550,15600651,banjan,749,Chennai,Male,24,1,0,3,1,1,47911.03,0
551,15750141,polekar,721,Mumbai,Female,36,3,65253.07,2,1,0,28737.78,0
552,15657284,dhingra,674,Mumbai,Male,47,6,106901.94,1,1,1,2079.2,1
553,15763063,gupta,685,Bangalore,Female,25,10,128509.63,1,1,0,121562.33,0
554,15709324,chettipally,417,Chennai,Male,34,7,0,2,1,0,55003.79,0
555,15711309,garapati,574,Mumbai,Male,33,3,129834.67,1,1,0,193131.42,0
556,15775318,varma,590,Bangalore,Female,51,3,154962.99,3,0,1,191932.27,1
557,15705515,waghray,587,Mumbai,Male,40,5,138241.9,2,1,0,159418.1,0
558,15634844,patel,598,Mumbai,Male,41,3,91536.93,1,1,0,191468.78,1
559,15717046,biyani,741,Bangalore,Male,53,3,0,2,1,1,38913.68,0
560,15571816,parab,850,Bangalore,Female,70,5,0,1,1,1,705.18,0
561,15670080,nanda,584,Mumbai,Female,29,7,105204.01,1,0,1,138490.03,0
562,15800440,visariya,650,Bangalore,Male,61,1,152968.73,1,0,1,82970.69,0
563,15665678,adhikane,607,Bangalore,Male,36,8,158261.68,1,1,1,76744.72,0
564,15665956,palande,509,Chennai,Female,46,1,0,1,1,0,71244.59,1
565,15788126,jadhav,689,Bangalore,Female,38,6,121021.05,1,1,1,12182.15,0
566,15811773,lakhani,543,Chennai,Male,36,4,0,2,1,1,141210.5,0
567,15651674,dusanj,438,Bangalore,Female,54,2,0,1,0,0,191763.07,1
568,15689614,wadhva,687,Bangalore,Female,63,1,137715.66,1,1,1,37938.74,0
569,15795564,patankar,737,Mumbai,Male,31,5,121192.22,2,1,1,74890.58,0
570,15706647,yederi,761,Chennai,Male,31,7,0,3,1,1,166698.18,0
571,15728505,dayal,601,Chennai,Male,44,1,100486.18,2,1,1,62678.53,0
572,15730076,pangarkar,651,Chennai,Male,45,1,0,1,1,0,67740.08,1
573,15622003,lalchandani,745,Chennai,Male,35,9,92566.53,2,1,0,161519.77,0
574,15607312,wadhawan,648,Bangalore,Female,49,10,0,2,1,1,159835.78,1
575,15644753,nikam,848,Bangalore,Male,40,3,110929.96,1,1,1,30876.84,0
576,15653620,tamhankar,546,Chennai,Female,27,8,0,2,1,1,14858.1,0
577,15761986,velugubanti,439,Bangalore,Female,32,3,138901.61,1,1,0,75685.97,0
578,15633922,parasher,755,Chennai,Male,30,4,123217.66,2,0,1,144183.1,0
579,15734674,omkarnath,593,Chennai,Female,41,6,0,1,1,0,65170.66,0
580,15658032,desai,701,Chennai,Male,39,2,0,2,1,1,82526.92,0
581,15692671,tamhane,701,Bangalore,Male,36,8,0,2,1,0,169161.46,0
582,15737741,govitrikar,607,Bangalore,Female,33,2,108431.87,2,0,1,109291.39,1
583,15576352,tapaniya,586,Bangalore,Female,57,3,0,2,0,1,6057.81,0
584,15753719,shelke,547,Mumbai,Female,30,9,72392.41,1,1,0,77077.14,0
585,15803689,warsi,647,Mumbai,Female,51,1,119741.77,2,0,0,54954.51,1
586,15718057,virk,760,Chennai,Female,51,2,100946.71,1,0,0,179614.8,1
587,15722010,velankar,621,Bangalore,Male,53,9,170491.84,1,1,0,35588.07,1
588,15680998,tanna,725,Chennai,Male,44,5,0,1,1,1,117356.14,0
589,15614782,koshley,526,Chennai,Male,36,1,0,1,1,0,160696.72,0
590,15591047,thota,519,Bangalore,Female,47,6,157296.02,2,0,0,147278.43,1
591,15788291,umbarkar,713,Mumbai,Female,38,7,144606.22,1,1,1,56594.36,1
592,15604044,waradpande,700,Chennai,Male,38,8,134811.3,1,1,0,1299.75,0
593,15679587,bijlani,666,Chennai,Female,34,9,115897.12,1,1,1,25095.03,0
594,15775153,thosar,630,Bangalore,Male,32,4,82034,1,0,0,146326.45,0
595,15603925,saklani,779,Bangalore,Female,26,4,174318.13,2,0,1,38296.21,0
596,15680970,chattopadhyay,611,Mumbai,Female,41,2,114206.84,1,1,0,164061.6,0
597,15697183,thapar,685,Bangalore,Male,43,9,0,2,1,0,107811.28,0
598,15567446,kalwani,646,Mumbai,Male,39,9,111574.41,1,1,1,30838.51,0
599,15637476,mallya,683,Mumbai,Female,57,5,162448.69,1,0,0,9221.78,1
600,15714939,ghoshal,484,Mumbai,Female,34,4,148249.54,1,0,1,33738.27,0
601,15683503,nadikatla,601,Chennai,Female,43,8,0,3,0,1,110916.15,1
602,15645569,bhojwani,762,Bangalore,Female,26,7,123709.46,2,1,1,169654.57,0
603,15782569,walale,687,Chennai,Female,72,9,0,1,0,1,69829.4,0
604,15592387,thakurtha,566,Chennai,Male,30,5,0,1,1,0,54926.51,1
605,15609286,unnithan,702,Chennai,Male,37,10,150525.8,1,1,1,94728.49,0
606,15814035,channe,601,Chennai,Male,29,9,0,1,1,1,80393.27,0
607,15661249,virani,699,Chennai,Male,53,4,0,2,0,1,111307.98,0
608,15629117,mahashabde,584,Chennai,Male,28,10,0,2,1,0,19834.32,0
609,15607170,paranjape,699,Chennai,Male,35,5,0,2,1,1,78397.24,0
610,15586585,narang,698,Mumbai,Female,51,2,111018.98,1,1,0,86410.28,0
611,15686611,ohri,495,Chennai,Male,30,10,129755.99,1,0,0,172749.65,0
612,15603203,shivdasani,650,Chennai,Female,27,6,0,2,1,0,1002.39,0
613,15619857,suman,605,Chennai,Female,64,2,129555.7,1,1,1,13601.79,0
614,15805062,merchant,667,Bangalore,Male,38,1,87202.38,1,1,1,77866.91,0
615,15660271,nagpal,688,Mumbai,Male,26,8,146133.39,1,1,1,175296.76,0
616,15745295,dashmunshi,727,Bangalore,Female,31,0,0,1,1,0,121751.04,1
617,15719352,unhale,754,Bangalore,Male,39,6,170184.99,2,1,0,89593.26,0
618,15766575,garapati,612,Mumbai,Female,62,8,140745.33,1,1,0,193437.89,1
619,15594594,palandurkar,546,Bangalore,Male,42,7,139070.51,1,1,1,86945,0
620,15646161,hangal,673,Bangalore,Female,37,8,0,2,1,1,183318.79,0
621,15682585,acharya,593,Chennai,Male,35,9,114193.24,1,1,0,71154.1,0
622,15603134,ganatra,656,Bangalore,Female,40,10,167878.5,1,0,1,151887.16,0
623,15636444,ambedkar,535,Mumbai,Female,53,5,141616.55,2,1,1,75888.65,0
624,15773456,samdurkar,678,Mumbai,Male,36,3,145747.67,2,0,1,89566.74,0
625,15745307,parihar,477,Bangalore,Female,48,2,129120.64,1,0,1,26475.79,0
626,15604119,nadar,850,Bangalore,Male,35,7,110349.82,1,0,0,126355.8,0
627,15626900,jhathar,427,Chennai,Male,29,1,141325.56,1,1,1,93839.3,0
628,15605447,thapar,752,Chennai,Male,49,2,78653.84,1,1,0,7698.6,0
629,15589030,lote,649,Chennai,Male,47,1,0,2,1,1,145593.85,0
630,15692463,watane,799,Bangalore,Female,28,3,142253.65,1,1,0,45042.56,0
631,15712403,venkatraman,589,Chennai,Female,61,1,0,1,1,0,61108.56,1
632,15811762,barot,583,Mumbai,Female,54,6,115988.86,1,1,0,57553.98,1
633,15718673,asrani,839,Bangalore,Female,33,10,75592.43,1,1,0,62674.42,0
634,15724282,narula,540,Mumbai,Male,44,3,164113.04,2,1,1,12120.79,0
635,15738181,krishnamurthy,850,Chennai,Male,31,6,67996.23,2,0,0,50129.87,1
636,15633648,kankariya,696,Bangalore,Female,51,5,0,2,1,0,55022.43,0
637,15603323,daswani,660,Bangalore,Female,33,1,0,2,0,0,117834.91,0
638,15583725,sheikh,682,Chennai,Male,48,1,138778.15,1,0,1,168840.23,0
639,15588350,chabukswar,744,Chennai,Female,43,10,147832.15,1,0,1,24234.11,0
640,15798398,dewaikar,785,Chennai,Female,36,4,135438.4,1,0,0,190627.01,0
641,15784844,patra,752,Bangalore,Male,48,5,116060.08,1,1,0,156618.38,1
642,15580684,janmeja,706,Chennai,Female,29,5,112564.62,1,1,0,42334.38,0
643,15809663,bhatia,583,Chennai,Female,27,1,125406.58,1,1,1,110784.42,0
644,15640078,katoch,660,Mumbai,Female,39,5,135134.99,1,1,0,173683,1
645,15698786,dikshit,819,Chennai,Female,39,9,133102.92,1,1,0,27046.46,1
646,15569807,waghe,673,Chennai,Female,34,8,42157.08,1,1,0,20598.59,1
647,15730830,joshi,752,Chennai,Female,30,3,0,2,1,1,104991.28,0
648,15805112,zariwala,578,Chennai,Male,38,7,82259.29,1,1,0,8996.97,0
649,15633064,shirke,438,Chennai,Female,36,4,0,2,1,0,64420.5,0
650,15703119,zade,652,Chennai,Male,38,6,0,2,1,1,145700.22,0
651,15730447,chimote,629,Chennai,Female,49,4,0,2,1,1,196335.48,0
652,15813850,tahilramani,720,Chennai,Male,52,7,0,1,1,1,14781.12,0
653,15711889,singh,668,Chennai,Male,42,3,150461.07,1,1,0,108139.23,0
654,15664610,raina,459,Mumbai,Male,48,4,133994.52,1,1,1,19287.06,1
655,15751710,unnikrishnan,729,Bangalore,Male,31,8,164870.81,2,1,1,9567.39,0
656,15692926,kottary,498,Mumbai,Male,25,8,121702.73,1,1,1,132210.49,0
657,15813741,khobragade,549,Bangalore,Male,25,6,193858.2,1,0,1,21600.11,0
658,15698474,inamdar,601,Mumbai,Female,54,1,131039.97,2,1,1,199661.5,0
659,15568595,sobti,544,Chennai,Male,64,9,113829.45,1,1,1,124341.49,0
660,15603065,dalvi,751,Chennai,Female,30,6,0,2,1,0,15766.1,0
